 ; ; Trident ; Tasman ; Gecko ; WebKit ; KHTML ; Presto 
 DOM2 ; length ; ? ; ? ; 1.0 ; ? ; 2.0 
 DOM2 ; parentRule ; ? ; ? ; 1.0 ; ? ; 2.0 
 DOM2 ; getPropertyValue() ; yes ; 1.3 ; 1.0 ; ? ; 1.0 
 DOM2 ; getPropertyCSSValue() ; ? ; nopublisher=Mozilla ; ? ; ? ; 2.0 
 DOM2 ; removeProperty() ; no ; 1.0 ; 1.3 ; ? ; 1.0 
 DOM2 ; getPropertyPriority() ; Incorrect ; 1.0 ; ? ; ? ; 2.0 
 DOM2 ; setProperty() ; yes ; 1.0 ; 1.3 ; ? ; 1.0 
 DOM2 ; item() ; ? ; 1.0 ; ? ; ? ; 2.0 
 rh| Interface CSSValue ; rh| Interface CSSValue ; rh| Interface CSSValue ; rh| Interface CSSValue ; rh| Interface CSSValue ; rh| Interface CSSValue ; rh| Interface CSSValue ; rh| Interface CSSValue 
 DOM2 ; cssText ; rowspan="2" no ; ? ; rowspan="2" no ; ? ; ? ; rowspan="2" no 
 DOM2 ; cssValueType ; ? ; ? ; ? 
 rh| Interface CSSPrimitiveValue ; rh| Interface CSSPrimitiveValue ; rh| Interface CSSPrimitiveValue ; rh| Interface CSSPrimitiveValue ; rh| Interface CSSPrimitiveValue ; rh| Interface CSSPrimitiveValue ; rh| Interface CSSPrimitiveValue ; rh| Interface CSSPrimitiveValue 
 DOM2 ; primitiveType ; rowspan="8" no ; ? ; nopublisher=Mozilla ; ? ; ? ; rowspan="8" no 
 DOM2 ; setFloatValue() ; ? ; rowspan="7" no ; ? ; ? 
 DOM2 ; getFloatValue() ; ? ; ? ; ? 
 DOM2 ; setStringValue() ; ? ; ? ; ? 
 DOM2 ; getStringValue() ; ? ; ? ; ? 
 DOM2 ; getCounterValue() ; ? ; ? ; ? 
 DOM2 ; getRectValue() ; ? ; ? ; ? 
 DOM2 ; getRGBColorValue() ; ? ; ? ; ? 
 rh| Interface CSSValueList ; rh| Interface CSSValueList ; rh| Interface CSSValueList ; rh| Interface CSSValueList ; rh| Interface CSSValueList ; rh| Interface CSSValueList ; rh| Interface CSSValueList ; rh| Interface CSSValueList 
 DOM2 ; length ; rowspan="2" no ; ? ; rowspan="2" no ; ? ; ? ; rowspan="2" no 
 DOM2 ; item() ; ? ; ? ; ? 
 rh| Interface RGBColor ; rh| Interface RGBColor ; rh| Interface RGBColor ; rh| Interface RGBColor ; rh| Interface RGBColor ; rh| Interface RGBColor ; rh| Interface RGBColor ; rh| Interface RGBColor 
 DOM2 ; red ; rowspan="3" no ; ? ; rowspan="3" no ; ? ; ? ; rowspan="3" no 
 DOM2 ; green ; ? ; ? ; ? 
 DOM2 ; blue ; ? ; ? ; ? 
 rh| Interface Rect ; rh| Interface Rect ; rh| Interface Rect ; rh| Interface Rect ; rh| Interface Rect ; rh| Interface Rect ; rh| Interface Rect ; rh| Interface Rect 
 DOM2 ; top ; rowspan="4" no ; ? ; rowspan="4" no ; ? ; ? ; rowspan="4" no 
 DOM2 ; right ; ? ; ? ; ? 
 DOM2 ; bottom ; ? ; ? ; ? 
 DOM2 ; left ; ? ; ? ; ? 
 rh| Interface Counter ; rh| Interface Counter ; rh| Interface Counter ; rh| Interface Counter ; rh| Interface Counter ; rh| Interface Counter ; rh| Interface Counter ; rh| Interface Counter 
 DOM2 ; identifier ; rowspan="3" no ; ? ; rowspan="3" no ; ? ; ? ; rowspan="3" no 
 DOM2 ; listStyle ; ? ; ? ; ? 
 DOM2 ; separator ; ? ; ? ; ? 
 rh| Interface ViewCSS ; rh| Interface ViewCSS ; rh| Interface ViewCSS ; rh| Interface ViewCSS ; rh| Interface ViewCSS ; rh| Interface ViewCSS ; rh| Interface ViewCSS ; rh| Interface ViewCSS 
 DOM2 ; getComputedStyle() ; no ; no ; 1.0 ; no ; ? ; 1.0 
 rh| Interface DocumentCSS ; rh| Interface DocumentCSS ; rh| Interface DocumentCSS ; rh| Interface DocumentCSS ; rh| Interface DocumentCSS ; rh| Interface DocumentCSS ; rh| Interface DocumentCSS ; rh| Interface DocumentCSS 
 DOM2 ; getOverrideStyle() ; no ; ? ; nopublisher=Mozilla ; ? ; ? ; no 
 rh| Interface DOMImplementationCSS ; rh| Interface DOMImplementationCSS ; rh| Interface DOMImplementationCSS ; rh| Interface DOMImplementationCSS ; rh| Interface DOMImplementationCSS ; rh| Interface DOMImplementationCSS ; rh| Interface DOMImplementationCSS ; rh| Interface DOMImplementationCSS 
 DOM2 ; createCSSStyleSheet() ; no ; ? ; nopublisher=Mozilla ; ? ; ? ; no 
 rh| Interface ElementCSSInlineStyle ; rh| Interface ElementCSSInlineStyle ; rh| Interface ElementCSSInlineStyle ; rh| Interface ElementCSSInlineStyle ; rh| Interface ElementCSSInlineStyle ; rh| Interface ElementCSSInlineStyle ; rh| Interface ElementCSSInlineStyle ; rh| Interface ElementCSSInlineStyle 
 DOM2 ; style ; 6.0 ; yes ; 1.0 ; 1.3 ; yes ; 1.0 
